Image Filename,Caption,Cleaned Caption
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_204.jpeg,Our future needs leaders like you NOW. Join the ClimateReality Leadership Corps US Virtual Training Oct 17-23 and gain the skills to lead change. With live sessions on-demand content and insights from experts including former Vice President Al Gore you ll be ready to drive action for a better tomorrow. Register at the link in our bio. #ACTONCLIMATE #CRUSVirtual,our future needs leaders like you now join the climatereality leadership corps us virtual training oct 1723 and gain the skills to lead change with live sessions ondemand content and insights from experts including former vice president al gore you ll be ready to drive action for a better tomorrow register at the link in our bio #actonclimate #crusvirtual
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_205.jpeg,#IsOurPlanetHappy? It s trying to be. How could we make it happier? Share your thoughts in the comments and take action now at BIT.LY/G20Subsidies to tell world leaders we must #EndFossilFuels.,#isourplanethappy it s trying to be how could we make it happier share your thoughts in the comments and take action now at bitlyg20subsidies to tell world leaders we must #endfossilfuels
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_206.jpeg,Don t wait! The deadline to register for our October 17-23 US virtual training is TONIGHT at 11:59 PM ET! Click the link in our bio now.,don t wait the deadline to register for our october 1723 us virtual training is tonight at 1159 pm et click the link in our bio now
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_207.jpeg,We re so excited about GreenLatinos  Latino Climate Justice Framework! This bold plan is all about phasing out oil and gas reducing pollution and making sure nuestra comunidad leads on climate action. #LCJF,we re so excited about greenlatinos latino climate justice framework this bold plan is all about phasing out oil and gas reducing pollution and making sure nuestra comunidad leads on climate action #lcjf
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_208.jpeg,Kick off 2025 with your first book club read! Join the Climate Reality Book Club as we feature The Great Transition by Nickfullergoogins. In a world on the brink of transformation a mother vanishes and a young girl searches for answers in a net-zero future. We will meet via Zoom on January 22 at 3 PM ET with Googins to ask him questions about the book his narrative direction writing process and thoughts on the climate crisis. Don t miss this opportunity to dive deep and take action. Click the link in our bio to sign up!,kick off 2025 with your first book club read join the climate reality book club as we feature the great transition by nickfullergoogins in a world on the brink of transformation a mother vanishes and a young girl searches for answers in a netzero future we will meet via zoom on january 22 at 3 pm et with googins to ask him questions about the book his narrative direction writing process and thoughts on the climate crisis don t miss this opportunity to dive deep and take action click the link in our bio to sign up
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_209.jpeg,We re proud to join chisholmlegacy and ubuntuclimate in advocating for preservation protections for Freedmens Settlement Communities. Together let s make history. Sign the petition now: bit.ly/FreedmenSettlementsPetition #ProtectFreedmensSettlements,we re proud to join chisholmlegacy and ubuntuclimate in advocating for preservation protections for freedmens settlement communities together let s make history sign the petition now bitlyfreedmensettlementspetition #protectfreedmenssettlements
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_210.jpeg,Way to go New Mexico! New Mexicans can now save big with new clean energy incentives rolling out in your state. This is how we build healthier communities and a cleaner planet! If you are from New Mexico live in the state or know someone who does help them save by clicking the link in our bio. Let s continue to make the transition to clean energy a reality!,way to go new mexico new mexicans can now save big with new clean energy incentives rolling out in your state this is how we build healthier communities and a cleaner planet if you are from new mexico live in the state or know someone who does help them save by clicking the link in our bio let s continue to make the transition to clean energy a reality
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_211.jpeg,One of our REALITY  Tour attendees Damien Ricordeau doesn t hold back with his very important timely and hard-hitting questions that he would ask if he was face-to-face with the world leaders of today. #ThisIsReality #TheRealityTour,one of our reality tour attendees damien ricordeau doesn t hold back with his very important timely and hardhitting questions that he would ask if he was facetoface with the world leaders of today #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_212.jpeg,Our planet is very angry but happy with those who work to help sustain it. We must do better. #IsOurPlanetHappy #ActOnClimate,our planet is very angry but happy with those who work to help sustain it we must do better #isourplanethappy #actonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_213.jpeg,Sign in at bit.ly/4j0kvIG or the link in our bio. #ThisIsReality #TheRealityTour,sign in at bitly4j0kvig or the link in our bio #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_214.jpeg,Johann attended the REALITY  Tour thinking he knew a lot about the climate crisis   but he realized that this was just the beginning of learning so much more. What he left with was the knowledge that the most powerful lessons came not from books or podcasts   but from listening questioning and being in community with each other.  #ThisIsReality #TheRealityTour,johann attended the reality tour thinking he knew a lot about the climate crisis but he realized that this was just the beginning of learning so much more what he left with was the knowledge that the most powerful lessons came not from books or podcasts but from listening questioning and being in community with each other #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_215.jpeg,Over the past month Green Schools Campaign leaders from across the country joined our Monday workshops to strengthen their campaign and advocacy skills! These students and their mentors are taking what they learned to lead local campaigns to electrify their schools. They re ready to get back to school in the fall to fight for the future they deserve! Do you want to see clean energy in your school? Climate Reality is here to help you start a local Green Schools Campaign to make it happen! bit.ly/GreenSchoolsNow,over the past month green schools campaign leaders from across the country joined our monday workshops to strengthen their campaign and advocacy skills these students and their mentors are taking what they learned to lead local campaigns to electrify their schools they re ready to get back to school in the fall to fight for the future they deserve do you want to see clean energy in your school climate reality is here to help you start a local green schools campaign to make it happen bitlygreenschoolsnow
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_216.jpeg,: Unisciti a noi a Roma per la formazione Climate Reality Leadership Corps dal 28 al 30 giugno.  : Become a Climate Reality Leader by joining us in Rome for the Climate Reality Leadership Corps training from June 28-30. Link in our bio. #ActOnClimate #LeadOnClimate,unisciti a noi a roma per la formazione climate reality leadership corps dal 28 al 30 giugno become a climate reality leader by joining us in rome for the climate reality leadership corps training from june 2830 link in our bio #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_217.jpeg,The biggest takeaway from the REALITY  Tour in Paris? For Patryk (_patryk.bialas_ ) it s that energy transition can t leave anyone behind.  Dont miss out on your chance to join the Tour online at  www.therealitytour.org!  #ThisIsReality #TheRealityTour,the biggest takeaway from the reality tour in paris for patryk _patrykbialas_ it s that energy transition can t leave anyone behind dont miss out on your chance to join the tour online at #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_218.jpeg,For Vishnu the power of togetherness isn t just a belief   it s something magical that he saw in action at the REALITY  Tour. We re facing big challenges with the climate crisis   but we re not facing them alone. Together we can move things forward.  #ThisIsReality #TheRealityTour,for vishnu the power of togetherness isn t just a belief it s something magical that he saw in action at the reality tour we re facing big challenges with the climate crisis but we re not facing them alone together we can move things forward #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_219.jpeg,It was Francesca s first time at an event like the REALITY  Tour   and it left an indelible mark. Being in a space full of people who care deeply about the climate gave her something powerful: a renewed sense of purpose and the energy to do something with it. Dont miss out on your chance to join us and attend our next tour stop at www.therealitytour.org !#ThisIsReality #TheRealityTour,it was francesca s first time at an event like the reality tour and it left an indelible mark being in a space full of people who care deeply about the climate gave her something powerful a renewed sense of purpose and the energy to do something with it dont miss out on your chance to join us and attend our next tour stop at #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_220.jpeg,The REALITY  Tour brings people from all walks of life together to learn how they can drive change. One of our Leaders in Paris Susan Kutner was excited to see it happen.  Dont miss out on your chance to join the Tour online  www.therealitytour.org!  #ThisIsReality #TheRealityTour,the reality tour brings people from all walks of life together to learn how they can drive change one of our leaders in paris susan kutner was excited to see it happen dont miss out on your chance to join the tour online #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_221.jpeg,From London to the REALITY  Tour in Paris Chun-Man found what matters most to tackle the climate crisis: community solutions and a reason to stay hopeful. #ThisIsReality #TheRealityTour,from london to the reality tour in paris chunman found what matters most to tackle the climate crisis community solutions and a reason to stay hopeful #thisisreality #therealitytour
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_222.jpeg,: Unisciti a noi a Roma per la formazione Climate Reality Leadership Corps dal 28 al 30 giugno.  : Become a Climate Reality Leader by joining us in Rome for the Climate Reality Leadership Corps training from June 28-30. Link in our bio. #ActOnClimate #LeadOnClimate,unisciti a noi a roma per la formazione climate reality leadership corps dal 28 al 30 giugno become a climate reality leader by joining us in rome for the climate reality leadership corps training from june 2830 link in our bio #actonclimate #leadonclimate
Posts_climatereality_18_Apr_2024_17_Apr_2025_3499 2_CLEANED_223.jpeg,Fani came to the REALITY  Tour to connect and left inspired to take action back home. A better future is coming but only if we all fight for it together. Dont miss out on your chance to join us and attend our next tour stop at www.therealitytour.org! #ThisIsReality #TheRealityTour,fani came to the reality tour to connect and left inspired to take action back home a better future is coming but only if we all fight for it together dont miss out on your chance to join us and attend our next tour stop at #thisisreality #therealitytour
